Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank,Review Count Range,combined_text,cleaned_text,cluster
"Top of the Class (Nearly): Tom Gates, Book 9",Liz Pichon,4.7,611,531.0,Tips for being top of the class (sadly...I did none of these things). ,-60.0,Indian Literature,999,501-1000,"Top of the Class (Nearly): Tom Gates, Book 9 Tips for being top of the class (sadly...I did none of these things). ",top class nearly tom gate book tip top class sadlyi none thing,0
"The High-Potential Leader: How to Grow Fast, Take on New Responsibilities, and Make an Impact",Ram Charan,4.5,75,668.0,"Companies need high potential leaders (Hi-Pos) more than ever before to help them adapt to today's tumultuous, digitally-driven business environment. If you meet the Hi-Po criteria, you're in high demand - and this book explains how to fast-track yourself. ",348.0,Leadership,212,51-200,"The High-Potential Leader: How to Grow Fast, Take on New Responsibilities, and Make an Impact Companies need high potential leaders (Hi-Pos) more than ever before to help them adapt to today's tumultuous, digitally-driven business environment. If you meet the Hi-Po criteria, you're in high demand - and this book explains how to fast-track yourself. ",highpotential leader grow fast take new responsibility make impact company need high potential leader hipos ever help adapt today tumultuous digitallydriven business environment meet hipo criterion youre high demand book explains fasttrack,0
"File Zero: An Agent Zero Spy Thriller, Book 5",Jack Mars,4.8,74,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,51-200,"File Zero: An Agent Zero Spy Thriller, Book 5 Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",file zero agent zero spy thriller book sorry need make sure youre robot best result please make sure browser accepting cooky,1
Summary: Never Split the Difference by Chris Voss and Tahl Raz: Negotiating as If Your Life Depended on It,Quality Summaries,3.0,1,233.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,0-50,"Summary: Never Split the Difference by Chris Voss and Tahl Raz: Negotiating as If Your Life Depended on It 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",summary never split difference chris voss tahl raz negotiating life depended oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Heart: A History,Sandeep Jauhar,4.7,145,879.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,51-200,"Heart: A History Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",heart history sorry need make sure youre robot best result please make sure browser accepting cooky,1
"Timeless Beauty: Over 100 Tips, Secrets, and Shortcuts to Looking Great",Christie Brinkley,4.2,242,500.0,"In her first book in more than 30 years, supermodel Christie Brinkley shares the secrets she's learned on what to eat, how to apply makeup like a pro, and what to wear to look like a knockout. She has the face and body of a 30-year-old, and she just turned 60! ",-60.0,Biographies of Activists,999,201-500,"Timeless Beauty: Over 100 Tips, Secrets, and Shortcuts to Looking Great In her first book in more than 30 years, supermodel Christie Brinkley shares the secrets she's learned on what to eat, how to apply makeup like a pro, and what to wear to look like a knockout. She has the face and body of a 30-year-old, and she just turned 60! ",timeless beauty tip secret shortcut looking great first book year supermodel christie brinkley share secret shes learned eat apply makeup like pro wear look like knockout face body yearold turned,0
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.7,1755,1003.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,1001-5000,"Bury My Heart at Wounded Knee: An Indian History of the American West Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",bury heart wounded knee indian history american west sorry need make sure youre robot best result please make sure browser accepting cooky,1
Menaka's Choice,Kavita Kane,4.3,176,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,51-200,"Menaka's Choice Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",menakas choice sorry need make sure youre robot best result please make sure browser accepting cooky,1
KIZUMONOGATARI: Wound Tale,NISIOISIN,4.9,493,1004.0,"Around midnight, under a lonely streetlamp in a provincial town in Japan, lies a white woman, a blonde, alone, robbed of all four limbs yet undead. Indeed, a rumor's been circulating among the local girls that a vampire has come to their backwater, of all places. ",572.0,Light Novels,1,201-500,"KIZUMONOGATARI: Wound Tale Around midnight, under a lonely streetlamp in a provincial town in Japan, lies a white woman, a blonde, alone, robbed of all four limbs yet undead. Indeed, a rumor's been circulating among the local girls that a vampire has come to their backwater, of all places. ",kizumonogatari wound tale around midnight lonely streetlamp provincial town japan lie white woman blonde alone robbed four limb yet undead indeed rumor circulating among local girl vampire come backwater place,0
Improve Your Communication Skills: Creating Success,Alan Barker,5.0,3,469.0,"Improve Your Communication Skills is your practical guide to effective verbal, non-verbal, and written communication in business. Full of proven tips and techniques, it will help you keep the interest of a large audience, impress a potential employer, or simply win the argument at an important meeting.",230.0,Business Communication,49,0-50,"Improve Your Communication Skills: Creating Success Improve Your Communication Skills is your practical guide to effective verbal, non-verbal, and written communication in business. Full of proven tips and techniques, it will help you keep the interest of a large audience, impress a potential employer, or simply win the argument at an important meeting.",improve communication skill creating success improve communication skill practical guide effective verbal nonverbal written communication business full proven tip technique help keep interest large audience impress potential employer simply win argument important meeting,0
The Storytelling Animal: How Stories Make Us Human,Jonathan Gottschall,4.3,238,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,201-500,"The Storytelling Animal: How Stories Make Us Human Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",storytelling animal story make u human sorry need make sure youre robot best result please make sure browser accepting cooky,1
"Destiny in Flames: Hidden Realms of Silver Lake Series, Book 4",Vella Day,5.0,4,586.0,One shifter. One mate. No exceptions.  ,394.0,Fantasy Romance,209,0-50,"Destiny in Flames: Hidden Realms of Silver Lake Series, Book 4 One shifter. One mate. No exceptions.  ",destiny flame hidden realm silver lake series book one shifter one mate exception,0
Die Next,Jonathan Stone,4.3,17,500.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,0-50,"Die Next 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",die next oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Wheels of Life: A User's Guide to the Chakra System,Anodea Judith,4.7,799,421.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,501-1000,"Wheels of Life: A User's Guide to the Chakra System Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",wheel life user guide chakra system sorry need make sure youre robot best result please make sure browser accepting cooky,1
The Girls,Emma Cline,3.6,1733,569.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,1001-5000,"The Girls 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",girl oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
"Running Lean, 2nd Edition: Iterate from Plan A to a Plan That Works",Ash Maurya,4.7,475,586.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,201-500,"Running Lean, 2nd Edition: Iterate from Plan A to a Plan That Works Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",running lean nd edition iterate plan plan work sorry need make sure youre robot best result please make sure browser accepting cooky,1
One of Us Is Next,Karen McManus,4.7,1708,683.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,1001-5000,"One of Us Is Next 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",one u next oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Power Breathing: Prana Practices for Health and Vitality,Master Stephen Co,4.0,13,328.0,"Prana is the universal life force that sustains us on every level. In Power Breathing, Master Stephen Co teaches you a series of simple breathing exercises to normalize health imbalances, combat stress, and ""keep your personal energy tank clean and full"". This complete audio program guides you through the essential practices taught in Master Co's book The Power of Prana. Here, he leads you step by step into: ",-60.0,Personal Success,999,0-50,"Power Breathing: Prana Practices for Health and Vitality Prana is the universal life force that sustains us on every level. In Power Breathing, Master Stephen Co teaches you a series of simple breathing exercises to normalize health imbalances, combat stress, and ""keep your personal energy tank clean and full"". This complete audio program guides you through the essential practices taught in Master Co's book The Power of Prana. Here, he leads you step by step into: ",power breathing prana practice health vitality prana universal life force sustains u every level power breathing master stephen co teach series simple breathing exercise normalize health imbalance combat stress keep personal energy tank clean full complete audio program guide essential practice taught master co book power prana lead step step,0
A Time for all Things: Collected Essays and Sketches,Ruskin Bond,4.5,30,1003.0,"The finest nonfiction by Ruskin Bond, a singular writer who has inspired and comforted three generations, collected in a single volume.  ",-60.0,Fiction Short Stories,999,0-50,"A Time for all Things: Collected Essays and Sketches The finest nonfiction by Ruskin Bond, a singular writer who has inspired and comforted three generations, collected in a single volume.  ",time thing collected essay sketch finest nonfiction ruskin bond singular writer inspired comforted three generation collected single volume,0
Get Out of Your Mind & Into Your Life: The New Acceptance & Commitment Therapy,Paul Boehmer,4.4,641,938.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,501-1000,"Get Out of Your Mind & Into Your Life: The New Acceptance & Commitment Therapy 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",get mind life new acceptance commitment therapy oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Being and Time,Martin Heidegger,4.4,156,1605.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,51-200,"Being and Time 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",time oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
The Tata Group: From Torchbearers to Trailblazers,Shashank Shah,4.7,70,879.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,51-200,"The Tata Group: From Torchbearers to Trailblazers Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",tata group torchbearer trailblazer sorry need make sure youre robot best result please make sure browser accepting cooky,1
The Outsider: My Life in Intrigue,Frederick Forsyth,4.6,637,752.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,501-1000,"The Outsider: My Life in Intrigue 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",outsider life intrigue oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
The Fourth Realm: A Military Portal Fantasy LitRPG Series,Michael Chatfield,4.4,556,1003.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,501-1000,"The Fourth Realm: A Military Portal Fantasy LitRPG Series Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",fourth realm military portal fantasy litrpg series sorry need make sure youre robot best result please make sure browser accepting cooky,1
#Girlboss,Sophia Amoruso,4.5,2260,615.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,1001-5000,"#Girlboss Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",girlboss sorry need make sure youre robot best result please make sure browser accepting cooky,1
The ABC Murders,Hugh Fraser,4.5,1088,8735.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,1001-5000,"The ABC Murders 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",abc murder oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Politics,Aristotle,4.7,13,266.0,"Aristotle's Politics is a work of political philosophy. The end of Aristotle’s Nicomachean Ethics declared that the inquiry into ethics necessarily follows into politics, and the two works are frequently considered to be parts of a larger treatise, or perhaps connected lectures, dealing with the philosophy of human affairs. ",499.0,Political Science,27,0-50,"Politics Aristotle's Politics is a work of political philosophy. The end of Aristotle’s Nicomachean Ethics declared that the inquiry into ethics necessarily follows into politics, and the two works are frequently considered to be parts of a larger treatise, or perhaps connected lectures, dealing with the philosophy of human affairs. ",politics aristotle politics work political philosophy end aristotle nicomachean ethic declared inquiry ethic necessarily follows politics two work frequently considered part larger treatise perhaps connected lecture dealing philosophy human affair,0
Tigana,Guy Gavriel Kay,4.3,227,1407.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,201-500,"Tigana Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",tigana sorry need make sure youre robot best result please make sure browser accepting cooky,1
"Darkness of Dragons: Wings of Fire, Book 10",Tui T. Sutherland,4.8,1316,656.0,The new prophecy comes to a thrilling conclusion in the New York Times best-selling Wings of Fire series! A young NightWing may have had the first true prophecy in generations... ,-60.0,Private Investigator Mysteries,999,1001-5000,"Darkness of Dragons: Wings of Fire, Book 10 The new prophecy comes to a thrilling conclusion in the New York Times best-selling Wings of Fire series! A young NightWing may have had the first true prophecy in generations... ",darkness dragon wing fire book new prophecy come thrilling conclusion new york time bestselling wing fire series young nightwing may first true prophecy generation,0
"The Mixer: The Story of Premier League Tactics, from Route One to False Nines",Michael Cox,4.7,313,9744.0,"An absolutely essential book for every modern football fan, about the development of Premier League tactics, published to coincide with 25 years of the competition. ",864.0,Football,1,201-500,"The Mixer: The Story of Premier League Tactics, from Route One to False Nines An absolutely essential book for every modern football fan, about the development of Premier League tactics, published to coincide with 25 years of the competition. ",mixer story premier league tactic route one false nine absolutely essential book every modern football fan development premier league tactic published coincide year competition,0
The Missing Secret: How to Use the Law of Attraction to Easily Attract Whatever You Want... Every Time,Dr. Joe Vitale,4.3,23,1439.0,"The phenomenal popularity of The Secret film and book has put widespread attention on the age-old universal force known as the Law of Attraction. Millions of people around the world have been ignited by the possibility that they hold the power to create the life they want. Few people are more familiar with the true impact of this phenomenon than bestselling author and world-renowned marketing mastermind Joe Vitale. As one of the stars of The Secret film, Joe has heard story after story of people whose lives have been transformed by this amazing message. Yet he's also encountered many more people who continue to struggle to attract the things they want into their lives in spite of knowing The Secret... and others who have used The Secret successfully, but want to get to an even higher level of fulfillment. According to Joe, it's one thing to know what the Law of Attraction is. But if you want to put the power of this incredible natural force to work for you in a positive and consistent way, you must understand something else... the ""Missing Secret"" that will bring it all together for you. In this wise, warm, and ultimately life-changing program, Joe Vitale uncovers what this missing component is, and shows you how to use it to attract wealth, health, success, happiness, love, and more into your life - quickly, consistently, and automatically. In these 12 sessions, you'll discover how to: ",-60.0,New Thought Spirituality,999,0-50,"The Missing Secret: How to Use the Law of Attraction to Easily Attract Whatever You Want... Every Time The phenomenal popularity of The Secret film and book has put widespread attention on the age-old universal force known as the Law of Attraction. Millions of people around the world have been ignited by the possibility that they hold the power to create the life they want. Few people are more familiar with the true impact of this phenomenon than bestselling author and world-renowned marketing mastermind Joe Vitale. As one of the stars of The Secret film, Joe has heard story after story of people whose lives have been transformed by this amazing message. Yet he's also encountered many more people who continue to struggle to attract the things they want into their lives in spite of knowing The Secret... and others who have used The Secret successfully, but want to get to an even higher level of fulfillment. According to Joe, it's one thing to know what the Law of Attraction is. But if you want to put the power of this incredible natural force to work for you in a positive and consistent way, you must understand something else... the ""Missing Secret"" that will bring it all together for you. In this wise, warm, and ultimately life-changing program, Joe Vitale uncovers what this missing component is, and shows you how to use it to attract wealth, health, success, happiness, love, and more into your life - quickly, consistently, and automatically. In these 12 sessions, you'll discover how to: ",missing secret use law attraction easily attract whatever want every time phenomenal popularity secret film book put widespread attention ageold universal force known law attraction million people around world ignited possibility hold power create life want people familiar true impact phenomenon bestselling author worldrenowned marketing mastermind joe vitale one star secret film joe heard story story people whose life transformed amazing message yet he also encountered many people continue struggle attract thing want life spite knowing secret others used secret successfully want get even higher level fulfillment according joe one thing know law attraction want put power incredible natural force work positive consistent way must understand something else missing secret bring together wise warm ultimately lifechanging program joe vitale uncovers missing component show use attract wealth health success happiness love life quickly consistently automatically session youll discover,0
Conversation Casanova: How to Effortlessly Start Conversations and Flirt Like a Pro,Dave Perrotta,4.4,291,233.0,"Do you freeze up when you see an attractive girl? Do you run out of things to say? Do you struggle to attract women through conversation? It doesn't have to be this way. What if you could effortlessly strike up a conversation with any woman, at any time, in any environment? What if you knew exactly how to keep the conversation going (so you never ran out of things to say)? What if you could command women's attention and instantly connect with them? What if you could turn any conversation from boring to sexual? That would all make your life a lot more fun, right? Well, it's not out of your reach. All of this is very possible. And you'll discover exactly how to do it in Conversation Casanova. It's a proven system for effortlessly starting conversations, flirting and connecting with women, and leading conversations to sex. Here's what you'll learn in Conversation Casanova: ",-60.0,Civil Rights & Liberties,999,201-500,"Conversation Casanova: How to Effortlessly Start Conversations and Flirt Like a Pro Do you freeze up when you see an attractive girl? Do you run out of things to say? Do you struggle to attract women through conversation? It doesn't have to be this way. What if you could effortlessly strike up a conversation with any woman, at any time, in any environment? What if you knew exactly how to keep the conversation going (so you never ran out of things to say)? What if you could command women's attention and instantly connect with them? What if you could turn any conversation from boring to sexual? That would all make your life a lot more fun, right? Well, it's not out of your reach. All of this is very possible. And you'll discover exactly how to do it in Conversation Casanova. It's a proven system for effortlessly starting conversations, flirting and connecting with women, and leading conversations to sex. Here's what you'll learn in Conversation Casanova: ",conversation casanova effortlessly start conversation flirt like pro freeze see attractive girl run thing say struggle attract woman conversation doesnt way could effortlessly strike conversation woman time environment knew exactly keep conversation going never ran thing say could command womens attention instantly connect could turn conversation boring sexual would make life lot fun right well reach possible youll discover exactly conversation casanova proven system effortlessly starting conversation flirting connecting woman leading conversation sex here youll learn conversation casanova,0
The Shadow Effect: Illuminating the Hidden Power of Your True Self,Deepak Chopra,4.5,256,10378.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,201-500,"The Shadow Effect: Illuminating the Hidden Power of Your True Self Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",shadow effect illuminating hidden power true self sorry need make sure youre robot best result please make sure browser accepting cooky,1
"The Loch: The Loch Series, Book 1",Steve Alten,4.4,237,937.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,201-500,"The Loch: The Loch Series, Book 1 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",loch loch series book oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Women Aur Weight Loss Ka Tamasha [Women and the Weight Loss Tamasha],Rujuta Diwekar,3.8,44,1003.0,"From the author of the best-selling Don't Lose Your Mind, Lose Your Weight comes a health and diet book specifically for women. Rujuta's holistic approach to health, weight and diet has made her one of the most sought-after dieticians in the country. In Women and the Weight Loss Tamasha, Rujuta walks you through the different phases of life, from being a teenager to pregnancy to menopause. A separate chapter deals with the 'Curses We Bring on Ourselves', i.e., PCOD, hypothyroidism, diabetes, etc. Includes nutrition, workout and relationship strategies and a chapter on 'Working Women' by Kareena Kapoor. ",-60.0,Weight Loss Diets,999,0-50,"Women Aur Weight Loss Ka Tamasha [Women and the Weight Loss Tamasha] From the author of the best-selling Don't Lose Your Mind, Lose Your Weight comes a health and diet book specifically for women. Rujuta's holistic approach to health, weight and diet has made her one of the most sought-after dieticians in the country. In Women and the Weight Loss Tamasha, Rujuta walks you through the different phases of life, from being a teenager to pregnancy to menopause. A separate chapter deals with the 'Curses We Bring on Ourselves', i.e., PCOD, hypothyroidism, diabetes, etc. Includes nutrition, workout and relationship strategies and a chapter on 'Working Women' by Kareena Kapoor. ",woman aur weight loss ka tamasha woman weight loss tamasha author bestselling dont lose mind lose weight come health diet book specifically woman rujutas holistic approach health weight diet made one soughtafter dietician country woman weight loss tamasha rujuta walk different phase life teenager pregnancy menopause separate chapter deal curse bring ie pcod hypothyroidism diabetes etc includes nutrition workout relationship strategy chapter working woman kareena kapoor,0
"Learn, Improve, Master: How to Develop Any Skill and Excel at It",Nicolas Velasquez,4.8,42,351.0,Develop the power to learn and master any skill. ,331.0,Personal Success,589,0-50,"Learn, Improve, Master: How to Develop Any Skill and Excel at It Develop the power to learn and master any skill. ",learn improve master develop skill excel develop power learn master skill,0
Awakening Shakti: The Transformative Power of the Goddesses of Yoga,Sally Kempton,4.7,286,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,201-500,"Awakening Shakti: The Transformative Power of the Goddesses of Yoga Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",awakening shakti transformative power goddess yoga sorry need make sure youre robot best result please make sure browser accepting cooky,1
Home Coming: Reclaiming and Championing Your Inner Child,John Bradshaw,4.6,631,500.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,501-1000,"Home Coming: Reclaiming and Championing Your Inner Child Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",home coming reclaiming championing inner child sorry need make sure youre robot best result please make sure browser accepting cooky,1
On Becoming a Leader: The Leadership Classic Revised and Updated,Warren Bennis,4.3,179,820.0,"For many years, Warren Bennis has persuasively argued that leaders are not born - they are made. And for countless readers, On Becoming a Leader has served as a beacon of insight, delving into the qualities that define leadership, the people who exemplify it, and the strategies that anyone can apply to achieve it. In a world increasingly defined by turbulence and uncertainty, the call to leadership is more urgent than ever. ",388.0,Business Decision Making & Problem Solving,18,51-200,"On Becoming a Leader: The Leadership Classic Revised and Updated For many years, Warren Bennis has persuasively argued that leaders are not born - they are made. And for countless readers, On Becoming a Leader has served as a beacon of insight, delving into the qualities that define leadership, the people who exemplify it, and the strategies that anyone can apply to achieve it. In a world increasingly defined by turbulence and uncertainty, the call to leadership is more urgent than ever. ",becoming leader leadership classic revised updated many year warren benni persuasively argued leader born made countless reader becoming leader served beacon insight delving quality define leadership people exemplify strategy anyone apply achieve world increasingly defined turbulence uncertainty call leadership urgent ever,0
The Name of the Rose,Umberto Eco,4.2,803,1139.0,"This hugely engaging story of murder, superstition, religious politics and drama in a medieval monastery was one of the most striking novels to appear in the 1980s. The Name of the Rose is a thrilling story enriched with period detail and laced with tongue-in-cheek allusions to fictional characters, the most striking of which is the Franciscan friar William of Baskerville, who displays many characteristics of Sherlock Holmes. Although he looks at the past through a postmodern lens, Eco catapults his listeners into the dark medieval world as Brother William tries to discover why people are dying inexplicably and nastily in the monastery. There is something not altogether right within the library that is the pride of the establishment.... The old man Adso, who was an impressionable novice at the time, tells the story.",1265.0,Historical Mysteries,5,501-1000,"The Name of the Rose This hugely engaging story of murder, superstition, religious politics and drama in a medieval monastery was one of the most striking novels to appear in the 1980s. The Name of the Rose is a thrilling story enriched with period detail and laced with tongue-in-cheek allusions to fictional characters, the most striking of which is the Franciscan friar William of Baskerville, who displays many characteristics of Sherlock Holmes. Although he looks at the past through a postmodern lens, Eco catapults his listeners into the dark medieval world as Brother William tries to discover why people are dying inexplicably and nastily in the monastery. There is something not altogether right within the library that is the pride of the establishment.... The old man Adso, who was an impressionable novice at the time, tells the story.",name rose hugely engaging story murder superstition religious politics drama medieval monastery one striking novel appear name rose thrilling story enriched period detail laced tongueincheek allusion fictional character striking franciscan friar william baskerville display many characteristic sherlock holmes although look past postmodern lens eco catapult listener dark medieval world brother william try discover people dying inexplicably nastily monastery something altogether right within library pride establishment old man adso impressionable novice time tell story,0
The Rivals,Vi Keeland,4.6,451,668.0,"A new, sexy standalone from number one New York Times best seller Vi Keeland. ",490.0,Contemporary Romance,62,201-500,"The Rivals A new, sexy standalone from number one New York Times best seller Vi Keeland. ",rival new sexy standalone number one new york time best seller vi keeland,0
The Gravity Between Us,Kristen Zimmer,4.5,934,938.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999,501-1000,"The Gravity Between Us Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",gravity u sorry need make sure youre robot best result please make sure browser accepting cooky,1
"How Children Learn, 50th Anniversary Edition",John Holt,4.6,65,469.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999,51-200,"How Children Learn, 50th Anniversary Edition 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",child learn th anniversary edition oops rush hour traffic piling page please try short whileif trying place order processed time go amazonin home page continue shopping,2
Sponge: Leadership Lessons I Learnt from My Clients,Ambi Parameswaran,4.6,50,668.0,"Veteran adman and author Ambi Parameswaran has relied on one process of learning above all others: powerful conversations with clients and customers. A challenging customer, in his view, goes from being someone who poses an obstacle to quality work to someone with eye-opening ideas and concepts. Approached as an exercise in listening and learning, these conversations can become long-term lessons.  ",-60.0,Educational Psychology,999,0-50,"Sponge: Leadership Lessons I Learnt from My Clients Veteran adman and author Ambi Parameswaran has relied on one process of learning above all others: powerful conversations with clients and customers. A challenging customer, in his view, goes from being someone who poses an obstacle to quality work to someone with eye-opening ideas and concepts. Approached as an exercise in listening and learning, these conversations can become long-term lessons.  ",sponge leadership lesson learnt client veteran adman author ambi parameswaran relied one process learning others powerful conversation client customer challenging customer view go someone pose obstacle quality work someone eyeopening idea concept approached exercise listening learning conversation become longterm lesson,0
Turning the Flywheel: A Monograph to Accompany Good to Great,Jim Collins,4.6,175,615.0,Random House presents the audiobook edition of Turning the Flywheel by Jim Collins. ,-60.0,Free Enterprise,999,51-200,Turning the Flywheel: A Monograph to Accompany Good to Great Random House presents the audiobook edition of Turning the Flywheel by Jim Collins. ,turning flywheel monograph accompany good great random house present audiobook edition turning flywheel jim collins,0
