Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank
Rainbow Magic: Sunny the Yellow Fairy,Daisy Meadows,4.4,17,351.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Righteous Life: The Very Best of A. P. J. Abdul Kalam,A. P. J. Abdul Kalam,4.8,25,668.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Sri Aurobindo & India's Rebirth,Michel Danino,4.9,12,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Trouble in Mind,Jeffery Deaver,4.3,116,990.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Shopaholic Ties the Knot,Sophie Kinsella,4.6,397,410.0," But Luke's mother has very different ideas ¿ a huge affair in New York, in a forest glade setting ¿ or perhaps a Venetian Ball, or a fin de siecle extravagance? Now Becky's getting confused. She doesn't want to say 'no' to anyone. The plans are going ahead, and soon it will be too late to turn back ¿ from either wedding.",-60.0,Business Communication,999
I Am David,Anne Holm,4.7,224,467.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Postwar: A History of Europe Since 1945,Tony Judt,4.6,330,1093.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Beyond Uncertainty: Heisenberg, Quantum Physics, and the Bomb",David C. Cassidy,4.2,26,1338.0,"In 1992, David C. Cassidy’s groundbreaking biography of Werner Heisenberg, Uncertainty, was published to resounding acclaim from scholars and critics. Michael Frayn, in the playbill of the Broadway production of Copenhagen, referred to it as one of his main sources and ""the standard work in English"". Richard Rhodes (The Making of the Atom Bomb) called it ""the definitive biography of a great and tragic physicist"", and the Los Angeles Times praised it as an ""important book. Cassidy has sifted the record and brilliantly detailed Heisenberg’s actions."" ",-60.0,Sports Biographies,999
The Custodians: Beyond Abduction,Dolores Cannon,4.7,435,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Juliet's School of Possibilities: A Little Story About the Power of Priorities,Laura Vanderkam,4.9,103,754.0,"A charming, life-changing fable that will help you rethink your whole approach to time, priorities, and possibilities.",-60.0,Creativity,999
Enlightened Sex,David Deida,3.8,8,1640.0,"In this groundbreaking 12-session course, listeners will explore:",-60.0,History of Psychology,999
"Aurora Burning: The Aurora Cycle, Book 2",Amie Kaufman,4.8,44,873.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Cat's Cradle,Kurt Vonnegut,4.5,1190,10378.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Super Good Skills (Almost...): Tom Gates, Book 10",Liz Pichon,4.8,626,531.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Thank You for Arguing,Jay Heinrichs,4.5,559,820.0,"Penguin presents the audiobook edition of Thank You for Arguing, written and read by Jay Heinrichs - your ultimate guide to the art of winning arguments, in a brand-new edition.",-60.0,Vitamins & Supplements,999
Temporary,Hilary Leichter,4.0,35,1008.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"One Million Followers: How I Built a Massive Social Following in 30 Days: Growth Hacks for Your Business, Your Message, and Your Brand from the World's Greatest Minds",Brendan Kane,4.3,360,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Monsoon: The Indian Ocean and the Future of American Power,Robert D. Kaplan,4.5,157,694.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Brick Lane,Monica Ali,4.1,220,827.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Cybersecurity Playbook: How Every Leader and Employee Can Contribute to a Culture of Security,Allison Cerra,4.8,9,703.0,"Many books discuss the technical underpinnings and complex configurations necessary for cybersecurity - but they fail to address the everyday steps that boards, managers, and employees can take to prevent attacks. The Cybersecurity Playbook is the step-by-step guide to protecting your organization from unknown threats and integrating good security habits into everyday business situations. This audiobook provides clear guidance on how to identify weaknesses, assess possible threats, and implement effective policies. Recognizing that an organization's security is only as strong as its weakest link, this audiobook offers specific strategies for employees at every level.",299.0,Forecasting & Strategic Planning,25
"The Experience Economy, Updated Edition",B. Joseph Pine II,4.5,96,773.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"The Day the Jerk Started Falling: Jerk Duet Series, Book 2",Max Monroe,4.7,43,586.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Wisdom of Anxiety: How Worry and Intrusive Thoughts Are Gifts to Help You Heal,Sheryl Paul,4.8,182,586.0,Work anxiety. Relationship anxiety. Social anxiety. World anxiety. Money anxiety. Health anxiety.,-60.0,Anxiety Disorders,999
The Art of Making Memories: How to Create and Remember Happy Moments,Meik Wiking,4.6,150,615.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Life Is What Matters: It's Time to Be Happy Again,Alka Dixit,4.6,218,501.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
How to Talk to Absolutely Anyone: Confident Communication in Every Situation,Mark Rhodes,4.2,41,565.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Hershey: Milton S. Hershey's Extraordinary Life of Wealth, Empire, and Utopian Dreams",Michael D'Antonio,4.7,79,703.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"The Darwin Economy: Liberty, Competition, and the Common Good",Robert H Frank,4.2,45,703.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Last Night with the Earl,Kelly Bowen,4.3,38,469.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Selected Shorts: Readers & Writers,Evelyn Waugh,4.3,3,657.0,"Tony Roberts reads a hilarious Walter R. Brooks story about how Ed - a talking horse - became a voracious reader of adventure tales and mysteries. In a story by Italo Calvino, read by John Shea, a man tries to make the most of his beach holiday by reading and making love at the same time. Leonard Nimoy performs a dark, vintage Evelyn Waugh tickler about a stranded jungle explorer forced to read Dickens aloud. Plus more memorable stories by Ray Bradbury, Molly Giles and Adam Haslett, read by Rochelle Oliver, Blair Brown and Isaiah Sheffer.",-60.0,Workplace Culture,999
"The Soul of The Lion, the Witch, and the Wardrobe",Gene Veith,4.0,3,656.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
A History of the World in 6 Glasses,Tom Standage,4.5,945,668.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Cities and Canopies: Trees in Indian Cities,Harini Nagendra,4.4,60,879.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Zen Flesh, Zen Bones: A Collection of Zen and Pre-Zen Writings (Unabridged Selections)",Paul Reps,4.7,241,421.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Signature of All Things,Elizabeth Gilbert,4.3,3803,1054.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Irrational Exuberance,Robert J. Shiller,4.1,22,628.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"#TheRealCinderella: #BestFriendsForever Series, Book 1",Yesenia Vargas,4.3,179,586.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"Chillpreneur: The New Rules for Creating Success, Freedom, and Abundance on Your Terms",Denise Duffield-Thomas,4.8,137,820.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Third Jesus: The Christ We Cannot Ignore,Deepak Chopra MD,4.4,167,879.0,"Who is Jesus Christ? In The Third Jesus, best-selling author and spiritual leader Deepak Chopra provides an answer to this question that is both a challenge to current systems of belief and a fresh perspective on what Jesus can teach us all, regardless of our religious background. There is not one Jesus, Chopra explains, but three. ",-60.0,Theology,999
The Case for the Only Child: Your Essential Guide,Susan Newman,3.7,22,668.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Classic BBC Radio Shakespeare: Tragedies: Hamlet; Macbeth; Romeo and Juliet,William Shakespeare,4.5,4,888.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
21 Great Ways to Get Paid More and Promoted Faster,Brian Tracy,4.4,16,468.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Bridget Jones's Diary,Helen Fielding,4.4,611,323.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Strength in the Storm,Eknath Easwaran,4.8,46,163.0,"Find balance, peace, and even wisdom by learning to steady the mind. ",3060.0,Stress Management,32
Silence: In the Age of Noise,Erling Kagge,4.5,222,615.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Cress: The Lunar Chronicles, Book 3",Marissa Meyer,4.8,2170,1063.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
A Night to Remember: The Classic Account of the Final Hours of the Titanic,Walter Lord,4.6,712,668.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
The Play,Elle Kennedy,4.6,473,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"In the Closet of the Vatican: Power, Homosexuality, Hypocrisy",Frederic Martel,4.0,323,1138.0,"In the Closet of the Vatican is a fascinating description and evaluation of financial, sexual and political misconduct throughout the Catholic Church at a time when new revelations are being uncovered each and every week. This audiobook explores the underlying causes and includes interviews with numerous Cardinals and other individuals, some of whom cannot be named. ",-60.0,Philosopher Biographies,999
Hondo,Louis L'Amour,4.7,380,528.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
The Once and Future King,T. H. White,4.3,639,1641.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
The 10 Pillars of Wealth: Mind-Sets of the World’s Richest People,Alex Becker,4.6,528,820.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Twilight of Democracy: The Failure of Politics and the Parting of Friends,Anne Applebaum,4.4,49,888.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Revenge of the Invisible Boy: Goosebumps Slappyworld, Book 9",R.L. Stine,4.9,242,422.0,"A brand-new Goosebumps arc narrated by the most iconic and evil character of the series, Slappy! ",-60.0,Hard Science Fiction,999
Elephant Song,Wilbur Smith,4.5,218,987.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Remember My Name,Shanaya Taneja,3.5,28,233.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Get a Grip: An Entrepreneurial Fable - Your Journey to Get Real, Get Simple, and Get Results",Mike Paton,4.7,206,668.0,It’s time to take your business to the next level.,-60.0,Organisational Behaviour,999
The Disaster Artist,Greg Sestero,4.8,1183,721.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Fever Dream,Lincoln Child,4.6,534,500.0,"At the old family manse in Louisiana, Special Agent Pendergast is putting to rest long-ignored possessions reminiscent of his wife Helen's tragic death, only to make a stunning - and dreadful - discovery. Helen had been mauled by an unusually large and vicious lion while they were big game hunting in Africa. But now, Pendergast learns that her rifle - her only protection from the beast - had been deliberately loaded with blanks. Who could have wanted Helen dead...and why?",-60.0,Survival Stories for Teens,999
The Knowledge of the Holy,A. W. Tozer,4.8,1370,586.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Success Is for You: Using Heart-Centered Power Principles for Lasting Abundance and Fulfillment,Dr. David R. Hawkins,4.1,75,820.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
The Berlin Stories,Christopher Isherwood,4.3,100,233.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Plato's Symposium,Plato,4.3,126,351.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Creating Great Choices: A Leader's Guide to Integrative Thinking,Jennifer Riel,4.7,35,703.0,"A practical four-step methodology for any leader or manager facing a tough choice, and for creating integrative solutions to big, complex, and pressing problems. Conventional wisdom - and business school curricula - teaches us that making trade-offs is inevitable when it comes to hard choices. But sometimes, accepting the obvious trade-off just isn't good enough: the choices in front of us don't get us what we need. In those cases, rather than choosing the least worst option, we can use the models in front of us to create a new and better answer. This is integrative thinking. First introduced by Roger Martin in The Opposable Mind, integrative thinking is an approach to problem solving that uses opposing ideas as the basis for innovation. Now, in Creating Great Choices, Martin and fellow Rotman expert Jennifer Riel vividly show how they have refined and enhanced the understanding and practice of integrative thinking through their work teaching the concept and its principles to business and nonprofit executives, MBA students, even kids. Integrative thinking has been embraced by organizations such as Procter & Gamble, Deloitte, Verizon, and the Toronto District School Board - all seeking a replicable, thoughtful approach to creating a ""third and better way"" to make important choices in the face of unacceptable trade-offs. The book includes new stories of successful integrative thinkers that will demystify the process of creative problem solving. It lays out the authors' practical four-step methodology, which can be applied in virtually any context: ",-60.0,Judaism,999
Artemis Fowl and the Atlantis Complex,Eoin Colfer,4.7,610,888.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"The Light Fantastic: Discworld, Book 2",Terry Pratchett,4.7,1161,888.0,"The Great A'Tuin, the heroic turtle who supports the weight of the entire Discworld, not to mention four giant elephants, swims through the galaxy day and night with the burden of being the only creature who knows exactly where the universe is going. Philosophers have long debated where this is, and are due to find out in about 2 months. Shall they worry? Well, they are on a collision course with a malevolent red star and only one person can save Discworld. Unfortunately, it's the cowardly wizard, Rincewind, who was last seen falling off the edge of the planet. This is the second book in the Discworld series.",-60.0,Adult Collections & Anthologies,999
Relationship Breakthrough: How to Create Outstanding Relationships in Every Area of Your Life,Cloe Madanes,4.7,56,668.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
"Francine Poulet Meets the Ghost Raccoon: Tales from Deckawoo Drive, Book 2",Kate DiCamillo,4.8,138,502.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Empowering Women,Louise L. Hay,4.7,57,257.0," Louise L. Hay is a metaphysical lecturer and teacher, and the best-selling author of 27 books, including You Can Heal Your Life and Science of Mind. Her works have been translated into 25 languages in 33 countries throughout the world. Since beginning her career as a Science of Mind minister in 1981, she has assisted thousands of people in discovering and using the full potential of their own creative powers for personal growth and self-healing. Louise is the owner and founder of Hay House, Inc.",-60.0,Personal Success,999
Julius Caesar,William Shakespeare,4.5,225,422.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Glitter Baby,Susan Elizabeth Phillips,4.2,100,13840.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Small Is the New Big: And 193 Other Riffs, Rants, and Remarkable Business Ideas",Seth Godin,4.1,7,702.0,"Collected here for the first time are eight years of his very best blog posts, magazine columns, and e-books. Small is the New Big offers ideas and stories that can change how you work, what you buy, and how you see the world.",-60.0,Stocks,999
Girls' Club: Cultivating Lasting Friendship in a Lonely World,Sally Clarkson,4.8,59,608.0,Discover the gift of friendship!,-60.0,Consciousness & Thought,999
"Gemina: The Illuminae Files, Book 2",Amie Kaufman,4.7,521,721.0,"Hanna Donnelly is the station captain's pampered daughter, and Nik Malikov is the reluctant member of a notorious crime family. ",753.0,Science Fiction for Teens,4
"Lost Empire: Fargo Adventures, Book 2",Clive Cussler,4.5,507,820.0,"The unabridged downloadable audiobook edition of Clive Cussler and Grant Blackwood's Lost Empire, the second installment of the fantastic Fargo adventure stories. Read by the award-winning narrator Scott Brick. ",-60.0,Lifestyle & Personal Style Guides,999
A Spy Among Friends: Kim Philby and the Great Betrayal,Ben Macintyre,4.6,1815,839.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Star Wars: The Old Republic: Revan,Drew Karpyshyn,4.5,1335,1131.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Coaching Salespeople into Sales Champions: A Tactical Playbook for Managers and Executives,Keith Rosen,4.6,158,836.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
The Forgotten Few: The Indian Air Force in World War II,K.S. Nair,4.7,23,836.0,"The Forgotten Few is the first contemporary attempt to produce a historical narrative of the nation's contribution, specifically to the air force component, of World War II, which was an important part of our journey to Independence and national identity. Close to three million Indians served in uniform during the war. And yet, the Indian chapter of this globe-straddling story, reverberations of which still echo today, are barely known - a symptom of which was the recent controversy over the absence of Indians in the Christopher Nolan film Dunkirk. ",-60.0,Political Science History & Theory,999
A Semi Definitive List of Worst Nightmares,Krystal Sutherland,4.8,42,1328.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"The Boss Who Stole Christmas: Reindeer Falls, Book 1",Jana Aston,4.4,209,233.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Alone,E.J. Noyes,4.9,143,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
A Practical Guide to Child Psychology: Practical Guide Series,Kairen Cullen,4.3,42,569.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
The Stand: Das letzte Gefecht,Stephen King,4.7,75,233.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Alien: Prototype: The Alien™ Series, Book 7",Tim Waggoner,4.4,103,820.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Alice and Bob Meet the Wall of Fire: The Biggest Ideas in Science from Quanta,Thomas Lin - editor,4.7,45,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Secret Runners of New York,Norma Butikofer,4.5,283,854.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Small Gods: Discworld, Book 13",Terry Pratchett,4.7,702,888.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Lean In for Graduates,Sheryl Sandberg,4.6,233,879.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Keep Your Brain Alive: Neurobic Exercises to Help Prevent Memory Loss and Increase Mental Fitness,Lawrence Katz,4.4,74,350.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
All About Passion: A Cynster Novel,Stephanie Laurens,4.6,113,1055.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Maps of Narrative Practice: Norton Professional Books,Michael White,4.6,85,586.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Cutting Through Spiritual Materialism,Marvin Casper - editor,4.7,246,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
What Is Meditation?: Realizing the Life That You Are,Eckhart Tolle,4.1,9,421.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Soonish: Ten Emerging Technologies That Will Improve and/or Ruin Everything,Dr. Kelly Weinersmith,4.6,244,683.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Language Instinct: How the Mind Creates Language,Steven Pinker,4.5,331,1005.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Wisdom of No Escape: And the Path of Loving-Kindness,Pema Chödrön,4.7,221,754.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
50 People Every Christian Should Know: Learning from Spiritual Giants of the Faith,Warren W. Wiersbe,4.6,336,938.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Ek Rahasya ka Khulasa - A Secret Revealed (Hindi Edition),Christopher C Doyle,3.7,37,233.0,The call disconnected. Vijay put his phone down and sat thinking. His mind spun. Who was this mysterious caller? He clearly had an urgent need to meet. So why wait for six months? His explanation didn’t make sense. What preparation did he have to do? And what was he going to reveal to Vijay when they did meet? There were too many questions that were unanswered. Six months from today this puzzle would unravel. He would have to wait. ,-60.0,Indian Literature,999
Dreamers: How Young Indians Are Changing Their World,Snigdha Poonam,4.2,37,1005.0,Shortlisted for the 2018 Crossword Jury Award for Non Fiction,-60.0,Biological Sciences,999
"Haven't You Heard?: Gossip, Power, and How Politics Really Works",Marie Le Conte,4.5,66,1252.0,Ever wondered why the indiscretions of some MPs make the front page while others don't? How close journalists really are to politicians? Or how on earth the country is run when the British political system is in such a mess?,-60.0,Business Careers,999
Ayurveda Beginner's Guide: Essential Ayurvedic Principles and Practices to Balance and Heal Naturally,Susan Weis-Bohlen,4.6,398,702.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Buddha’s Diet: The Ancient Art of Losing Weight Without Losing Your Mind,Tara Cottrell,4.4,98,702.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Mindfulness for Kids: 30 Fun Activities to Stay Calm, Happy & In Control",Carole P. Roman,4.5,108,233.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Way of the SEAL: Think like an Elite Warrior to Lead and Succeed: Updated and Expanded Edition,Mark Divine,4.6,596,586.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
The Long Dark Tea-Time of the Soul,Douglas Adams,4.5,390,668.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Do What You Are: Discover the Perfect Career for You Through the Secrets of Personality Type,Paul D. Tieger,4.4,336,469.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die, Revised and Updated",Eric Siegel,4.2,204,703.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
"The World as Will And Idea, Volume 1",Leighton Pugh,1.0,1,1530.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Nur Jahan's Daughter,Tanushree Podder,4.6,15,836.0,"Empress Nur Jahan ruled Hindustan for 16 long years. While her story is often told with wonder and awe, historians and writers ignore the tale of her daughter, Laadli: the reluctant princess who found herself sucked in the maelstrom of her insensitive mother's ruthless ambitions. Destiny having thrust royalty on her, Laadli was trapped into living a life dictated by her ambitious mother. She travelled through tragic events of her life with a stoic optimism.  ",-60.0,Literary Fiction,999
"Assured: Discover Grace, Let Go of Guilt, and Rest in Your Salvation",Greg Gilbert,4.7,21,702.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
Five Minds for the Future,Howard Gardner,4.2,98,703.0,"We live in a time of vast changes that include accelerating globalization, mounting quantities of information, the growing hegemony of science and technology, and the clash of civilizations. Those changes call for new ways of learning and thinking in school, business, and the professions. Listen as psychologist Howard Gardner defines the cognitive abilities that will command a premium in the years ahead:",-60.0,Psychology,999
